Sample_ID	Sex	Run_center	Subsite	Site	Description
700014445	male	BCM,BI	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700014445_from_subject_158398106__sex_male_
700014527	male	BCM,BI	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700014527_from_subject_158418336__sex_male_
700014767	female	BCM,BI	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700014767_from_subject_158458797__sex_female_
700014797	male	JCVI,BI	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700014797_from_subject_158479027__sex_male_
700014923	male	JCVI,BI	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700014923_from_subject_158499257__sex_male_
700015007	male	JCVI,WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700015007_from_subject_158822939__sex_male_
700015082	male	JCVI,BI	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700015082_from_subject_158721788__sex_male_
700015167	female	BCM,BI	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700015167_from_subject_158883629__sex_female_
700015233	female	BCM,BI	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700015233_from_subject_158742018__sex_female_
700015299	male	JCVI,WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700015299_from_subject_158802708__sex_male_
700015454	female	JCVI,BI	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700015454_from_subject_159025240__sex_female_
700015675	male	JCVI,WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700015675_from_subject_158924089__sex_male_
700015756	female	JCVI,BI	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700015756_from_subject_158984779__sex_female_
700016050	male	BCM,WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700016050_from_subject_158964549__sex_male_
700016138	male	BCM,WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700016138_from_subject_159146620__sex_male_
700016140	female	JCVI,BI	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700016140_from_subject_158944319__sex_female_
700016313	female	JCVI,WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700016313_from_subject_159085930__sex_female_
700016354	female	JCVI,WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700016354_from_subject_159005010__sex_female_
700016662	male	BCM,WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700016662_from_subject_159166850__sex_male_
700016920	male	BCM	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700016920_from_subject_159389382__sex_male_
700021682	male	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700021682_from_subject_763536994__sex_male_
700023074	female	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700023074_from_subject_763698834__sex_female_
700023174	female	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700023174_from_subject_763638144__sex_female_
700023242	female	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700023242_from_subject_763840445__sex_female_
700023452	female	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700023452_from_subject_763921366__sex_female_
700023556	male	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700023556_from_subject_763860675__sex_male_
700023639	female	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700023639_from_subject_764062976__sex_female_
700023877	female	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700023877_from_subject_764143897__sex_female_
700023924	male	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700023924_from_subject_763982056__sex_male_
700023972	female	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700023972_from_subject_764184357__sex_female_
700024085	male	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700024085_from_subject_764083206__sex_male_
700024239	female	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700024239_from_subject_764346198__sex_female_
700024295	male	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700024295_from_subject_764487809__sex_male_
700024407	male	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700024407_from_subject_764224817__sex_male_
700024448	male	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700024448_from_subject_763435843__sex_male_
700024497	male	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700024497_from_subject_764002286__sex_male_
700024544	male	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700024544_from_subject_764305738__sex_male_
700024592	male	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700024592_from_subject_764325968__sex_male_
700024651	male	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700024651_from_subject_764447348__sex_male_
700024688	male	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700024688_from_subject_764508039__sex_male_
700024804	female	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700024804_from_subject_764366428__sex_female_
700024851	female	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700024851_from_subject_764649650__sex_female_
700024907	male	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700024907_from_subject_764669880__sex_male_
700024955	male	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700024955_from_subject_765074482__sex_male_
700033033	female	JCVI,WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700033033_from_subject_159247771__sex_female_
700033148	female	BCM,WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700033148_from_subject_159733294__sex_female_
700033490	female	BCM,WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700033490_from_subject_159470302__sex_female_
700033744	female	BCM,WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700033744_from_subject_159713063__sex_female_
700037031	male	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700037031_from_subject_765094712__sex_male_
700037089	male	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700037089_from_subject_765155402__sex_male_
700037138	female	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700037138_from_subject_765013792__sex_female_
700037190	female	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700037190_from_subject_765195863__sex_female_
700037356	male	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700037356_from_subject_765216093__sex_male_
700037404	male	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700037404_from_subject_765276783__sex_male_
700037538	male	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700037538_from_subject_764083206__sex_male_
700037686	female	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700037686_from_subject_765034022__sex_female_
700037810	female	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700037810_from_subject_765337473__sex_female_
700038010	male	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700038010_from_subject_763597684__sex_male_
700038343	male	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700038343_from_subject_764892411__sex_male_
700038498	male	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700038498_from_subject_763476303__sex_male_
700038593	male	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700038593_from_subject_404239096__sex_male_
700038955	male	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700038955_from_subject_370027359__sex_male_
700095371	male	BCM	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700095371_from_subject_158398106__sex_male_
700095428	male	BCM	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700095428_from_subject_158418336__sex_male_
700095974	male	JCVI	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700095974_from_subject_160906640__sex_male_
700096065	male	JCVI	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700096065_from_subject_160947100__sex_male_
700096284	male	JCVI	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700096284_from_subject_160886410__sex_male_
700096586	female	JCVI	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700096586_from_subject_160866180__sex_female_
700097252	male	BCM	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700097252_from_subject_158216035__sex_male_
700097649	male	BCM	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700097649_from_subject_158155345__sex_male_
700098285	female	BCM	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700098285_from_subject_158742018__sex_female_
700098377	female	BCM	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700098377_from_subject_158458797__sex_female_
700098950	female	BCM	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700098950_from_subject_158236265__sex_female_
700099020	female	BCM	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700099020_from_subject_158114885__sex_female_
700099077	female	BCM	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700099077_from_subject_158276726__sex_female_
700099460	female	JCVI	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700099460_from_subject_206906765__sex_female_
700099608	male	BCM	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700099608_from_subject_158438567__sex_male_
700100245	female	BI,BCM	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700100245_from_subject_158883629__sex_female_
700101656	male	BCM	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700101656_from_subject_159389382__sex_male_
700102103	male	BCM	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700102103_from_subject_158964549__sex_male_
700102260	male	BCM	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700102260_from_subject_159166850__sex_male_
700102603	female	BCM	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700102603_from_subject_159227541__sex_female_
700102923	male	BCM	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700102923_from_subject_159146620__sex_male_
700103275	female	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700103275_from_subject_682449369__sex_female_
700103445	male	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700103445_from_subject_763860675__sex_male_
700103668	female	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700103668_from_subject_763759525__sex_female_
700105149	female	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700105149_from_subject_612472597__sex_female_
700105263	male	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700105263_from_subject_764325968__sex_male_
700105370	male	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700105370_from_subject_764487809__sex_male_
700105569	male	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700105569_from_subject_765074482__sex_male_
700105681	female	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700105681_from_subject_763456073__sex_female_
700105833	male	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700105833_from_subject_763516763__sex_male_
700105881	male	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700105881_from_subject_668248235__sex_male_
700105987	female	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700105987_from_subject_465578759__sex_female_
700106061	female	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700106061_from_subject_737052003__sex_female_
700106118	female	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700106118_from_subject_706846339__sex_female_
700106338	male	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700106338_from_subject_289996019__sex_male_
700106411	male	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700106411_from_subject_517810313__sex_male_
700106489	female	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700106489_from_subject_553359145__sex_female_
700106547	female	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700106547_from_subject_208027353__sex_female_
700106805	female	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700106805_from_subject_764143897__sex_female_
700106945	male	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700106945_from_subject_147406386__sex_male_
700107207	male	JCVI	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700107207_from_subject_686765762__sex_male_
700107834	male	JCVI	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700107834_from_subject_161311242__sex_male_
700108302	male	JCVI	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700108302_from_subject_160825720__sex_male_
700108800	male	JCVI	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700108800_from_subject_160987560__sex_male_
700109125	female	JCVI	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700109125_from_subject_970836795__sex_female_
700109335	female	JCVI	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700109335_from_subject_160866180__sex_female_
700109401	female	JCVI	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700109401_from_subject_370425937__sex_female_
700109467	male	JCVI	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700109467_from_subject_161554003__sex_male_
700109882	male	JCVI	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700109882_from_subject_161351702__sex_male_
700110005	male	JCVI	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700110005_from_subject_161412393__sex_male_
700110173	female	JCVI	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700110173_from_subject_246515023__sex_female_
700110239	female	BCM,JCVI	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700110239_from_subject_161473083__sex_female_
700110371	female	JCVI	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700110371_from_subject_650853796__sex_female_
700110437	male	JCVI	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700110437_from_subject_604812005__sex_male_
700110605	male	JCVI	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700110605_from_subject_295137534__sex_male_
700110662	male	JCVI	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700110662_from_subject_368533040__sex_male_
700110719	male	JCVI	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700110719_from_subject_492786515__sex_male_
700110830	female	JCVI	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700110830_from_subject_809635352__sex_female_
700111044	male	JCVI	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700111044_from_subject_686765762__sex_male_
700111457	female	JCVI	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700111457_from_subject_451588811__sex_female_
700111523	male	JCVI	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700111523_from_subject_336497421__sex_male_
700111592	female	JCVI	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700111592_from_subject_937495960__sex_female_
700111829	female	JCVI	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700111829_from_subject_414519462__sex_female_
700113071	male	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700113071_from_subject_764872181__sex_male_
700113499	female	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700113499_from_subject_763719065__sex_female_
700113652	male	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700113652_from_subject_250593475__sex_male_
700114015	male	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700114015_from_subject_763395383__sex_male_
700114120	female	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700114120_from_subject_763840445__sex_female_
700114167	male	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700114167_from_subject_289996019__sex_male_
700114217	female	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700114217_from_subject_663835652__sex_female_
700114272	female	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700114272_from_subject_763638144__sex_female_
700114328	male	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700114328_from_subject_765560005__sex_male_
700114386	male	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700114386_from_subject_764953101__sex_male_
700114428	female	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700114428_from_subject_764042746__sex_female_
700114488	female	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700114488_from_subject_739574095__sex_female_
700114554	female	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700114554_from_subject_875002022__sex_female_
700114611	female	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700114611_from_subject_763901136__sex_female_
700114658	male	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700114658_from_subject_938202701__sex_male_
700114706	male	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700114706_from_subject_764831721__sex_male_
700114755	male	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700114755_from_subject_901775393__sex_male_
700114803	female	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700114803_from_subject_375450439__sex_female_
700114860	male	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700114860_from_subject_682102541__sex_male_
700114907	female	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700114907_from_subject_561079058__sex_female_
700114965	male	WUGC	Anterior_nares	Nasal	HMP_Human_metagenome_sample_700114965_from_subject_103092734__sex_male_
700014418	male	BCM,BI	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700014418_from_subject_158398106__sex_male_
700014518	male	BCM,BI	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700014518_from_subject_158418336__sex_male_
700014606	male	BCM,BI	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700014606_from_subject_158438567__sex_male_
700014740	female	BCM,BI	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700014740_from_subject_158458797__sex_female_
700014788	male	JCVI,BI	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700014788_from_subject_158479027__sex_male_
700014914	male	JCVI,BI	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700014914_from_subject_158499257__sex_male_
700014980	male	JCVI,WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700014980_from_subject_158822939__sex_male_
700015073	male	JCVI,BI	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700015073_from_subject_158721788__sex_male_
700015140	female	BCM,BI	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700015140_from_subject_158883629__sex_female_
700015206	female	BCM,BI	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700015206_from_subject_158742018__sex_female_
700015272	male	JCVI,WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700015272_from_subject_158802708__sex_male_
700015437	female	JCVI,BI	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700015437_from_subject_158944319__sex_female_
700015445	female	JCVI,BI	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700015445_from_subject_159025240__sex_female_
700015648	male	JCVI,WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700015648_from_subject_158924089__sex_male_
700015729	female	JCVI,BI	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700015729_from_subject_158984779__sex_female_
700016041	male	BCM,WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700016041_from_subject_158964549__sex_male_
700016128	male	BCM,WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700016128_from_subject_159146620__sex_male_
700016304	female	JCVI,WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700016304_from_subject_159085930__sex_female_
700016349	female	JCVI,WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700016349_from_subject_159005010__sex_female_
700016551	female	BCM	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700016551_from_subject_159227541__sex_female_
700016635	male	BCM,WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700016635_from_subject_159166850__sex_male_
700016911	male	BCM	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700016911_from_subject_159389382__sex_male_
700021285	male	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700021285_from_subject_763516763__sex_male_
700021315	male	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700021315_from_subject_763536994__sex_male_
700021887	female	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700021887_from_subject_763820215__sex_female_
700023061	female	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700023061_from_subject_763698834__sex_female_
700023185	female	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700023185_from_subject_763638144__sex_female_
700023230	female	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700023230_from_subject_763840445__sex_female_
700023289	male	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700023289_from_subject_763597684__sex_male_
700023385	female	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700023385_from_subject_763719065__sex_female_
700023442	female	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700023442_from_subject_763921366__sex_female_
700023499	male	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700023499_from_subject_764002286__sex_male_
700023546	male	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700023546_from_subject_763860675__sex_male_
700023648	female	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700023648_from_subject_764062976__sex_female_
700023696	female	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700023696_from_subject_763901136__sex_female_
700023810	female	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700023810_from_subject_763759525__sex_female_
700023867	female	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700023867_from_subject_764143897__sex_female_
700023930	male	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700023930_from_subject_763982056__sex_male_
700023981	female	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700023981_from_subject_764184357__sex_female_
700024030	female	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700024030_from_subject_764042746__sex_female_
700024092	male	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700024092_from_subject_764083206__sex_male_
700024143	female	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700024143_from_subject_764245047__sex_female_
700024196	male	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700024196_from_subject_764285508__sex_male_
700024248	female	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700024248_from_subject_764346198__sex_female_
700024302	male	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700024302_from_subject_764487809__sex_male_
700024344	female	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700024344_from_subject_764467579__sex_female_
700024401	male	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700024401_from_subject_764224817__sex_male_
700024455	male	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700024455_from_subject_763435843__sex_male_
700024503	male	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700024503_from_subject_764002286__sex_male_
700024551	male	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700024551_from_subject_764305738__sex_male_
700024599	male	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700024599_from_subject_764325968__sex_male_
700024641	male	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700024641_from_subject_764447348__sex_male_
700024695	male	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700024695_from_subject_764508039__sex_male_
700024746	female	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700024746_from_subject_764588959__sex_female_
700024793	female	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700024793_from_subject_764366428__sex_female_
700024860	female	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700024860_from_subject_764649650__sex_female_
700024912	male	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700024912_from_subject_764669880__sex_male_
700024961	male	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700024961_from_subject_765074482__sex_male_
700033006	female	JCVI,WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700033006_from_subject_159247771__sex_female_
700033139	female	BCM,WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700033139_from_subject_159733294__sex_female_
700033463	female	BCM,WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700033463_from_subject_159470302__sex_female_
700033735	female	BCM,WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700033735_from_subject_159713063__sex_female_
700037037	male	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700037037_from_subject_765094712__sex_male_
700037080	male	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700037080_from_subject_765155402__sex_male_
700037129	female	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700037129_from_subject_765013792__sex_female_
700037185	female	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700037185_from_subject_765195863__sex_female_
700037290	female	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700037290_from_subject_765256553__sex_female_
700037347	male	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700037347_from_subject_765216093__sex_male_
700037395	male	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700037395_from_subject_765276783__sex_male_
700037441	male	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700037441_from_subject_764305738__sex_male_
700037545	male	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700037545_from_subject_764083206__sex_male_
700037693	female	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700037693_from_subject_765034022__sex_female_
700037744	female	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700037744_from_subject_765377934__sex_female_
700037801	female	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700037801_from_subject_765337473__sex_female_
700037962	female	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700037962_from_subject_765317243__sex_female_
700038016	male	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700038016_from_subject_763597684__sex_male_
700038219	male	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700038219_from_subject_764669880__sex_male_
700038349	male	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700038349_from_subject_764892411__sex_male_
700038440	male	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700038440_from_subject_763536994__sex_male_
700038488	male	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700038488_from_subject_763476303__sex_male_
700038536	male	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700038536_from_subject_763880905__sex_male_
700038584	male	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700038584_from_subject_404239096__sex_male_
700038689	female	WUGC	Attached_Keratinized_gingiva	Oral	HMP_Human_metagenome_sample_700038689_from_subject_763698834__sex_female_
