Sample_ID	Sex	Run_center	Subsite	Site	Description
700114280	female	WUGC	Buccal_mucosa	Oral	HMP_Human_metagenome_sample_700114280_from_subject_763638144__sex_female_
700114334	male	WUGC	Buccal_mucosa	Oral	HMP_Human_metagenome_sample_700114334_from_subject_765560005__sex_male_
700114376	male	WUGC	Buccal_mucosa	Oral	HMP_Human_metagenome_sample_700114376_from_subject_764953101__sex_male_
700114436	female	WUGC	Buccal_mucosa	Oral	HMP_Human_metagenome_sample_700114436_from_subject_764042746__sex_female_
700114601	female	WUGC	Buccal_mucosa	Oral	HMP_Human_metagenome_sample_700114601_from_subject_763901136__sex_female_
700114711	male	WUGC	Buccal_mucosa	Oral	HMP_Human_metagenome_sample_700114711_from_subject_764831721__sex_male_
700114811	female	WUGC	Buccal_mucosa	Oral	HMP_Human_metagenome_sample_700114811_from_subject_375450439__sex_female_
700014412	male	BCM,BI	Hard_palate	Oral	HMP_Human_metagenome_sample_700014412_from_subject_158398106__sex_male_
700014516	male	BCM,BI	Hard_palate	Oral	HMP_Human_metagenome_sample_700014516_from_subject_158418336__sex_male_
700014608	male	BCM,BI	Hard_palate	Oral	HMP_Human_metagenome_sample_700014608_from_subject_158438567__sex_male_
700014734	female	BCM,BI	Hard_palate	Oral	HMP_Human_metagenome_sample_700014734_from_subject_158458797__sex_female_
700014786	male	JCVI,BI	Hard_palate	Oral	HMP_Human_metagenome_sample_700014786_from_subject_158479027__sex_male_
700014912	male	JCVI,BI	Hard_palate	Oral	HMP_Human_metagenome_sample_700014912_from_subject_158499257__sex_male_
700014974	male	JCVI,WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700014974_from_subject_158822939__sex_male_
700015071	male	JCVI,BI	Hard_palate	Oral	HMP_Human_metagenome_sample_700015071_from_subject_158721788__sex_male_
700015134	female	BCM,BI	Hard_palate	Oral	HMP_Human_metagenome_sample_700015134_from_subject_158883629__sex_female_
700015200	female	BCM,BI	Hard_palate	Oral	HMP_Human_metagenome_sample_700015200_from_subject_158742018__sex_female_
700015266	male	JCVI,WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700015266_from_subject_158802708__sex_male_
700015431	female	JCVI,BI	Hard_palate	Oral	HMP_Human_metagenome_sample_700015431_from_subject_158944319__sex_female_
700015642	male	JCVI,WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700015642_from_subject_158924089__sex_male_
700016039	male	BCM,WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700016039_from_subject_158964549__sex_male_
700016126	male	BCM,WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700016126_from_subject_159146620__sex_male_
700016302	female	JCVI,WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700016302_from_subject_159085930__sex_female_
700016347	female	JCVI,WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700016347_from_subject_159005010__sex_female_
700016549	female	BCM	Hard_palate	Oral	HMP_Human_metagenome_sample_700016549_from_subject_159227541__sex_female_
700016629	male	BCM,WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700016629_from_subject_159166850__sex_male_
700016909	male	BCM	Hard_palate	Oral	HMP_Human_metagenome_sample_700016909_from_subject_159389382__sex_male_
700021283	male	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700021283_from_subject_763516763__sex_male_
700021313	male	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700021313_from_subject_763536994__sex_male_
700021684	female	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700021684_from_subject_763820215__sex_female_
700023059	female	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700023059_from_subject_763698834__sex_female_
700023183	female	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700023183_from_subject_763638144__sex_female_
700023228	female	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700023228_from_subject_763840445__sex_female_
700023287	male	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700023287_from_subject_763597684__sex_male_
700023383	female	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700023383_from_subject_763719065__sex_female_
700023440	female	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700023440_from_subject_763921366__sex_female_
700023497	male	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700023497_from_subject_764002286__sex_male_
700023544	male	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700023544_from_subject_763860675__sex_male_
700023646	female	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700023646_from_subject_764062976__sex_female_
700023694	female	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700023694_from_subject_763901136__sex_female_
700023808	female	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700023808_from_subject_763759525__sex_female_
700023865	female	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700023865_from_subject_764143897__sex_female_
700023928	male	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700023928_from_subject_763982056__sex_male_
700023979	female	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700023979_from_subject_764184357__sex_female_
700024028	female	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700024028_from_subject_764042746__sex_female_
700024090	male	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700024090_from_subject_764083206__sex_male_
700024140	female	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700024140_from_subject_764245047__sex_female_
700024194	male	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700024194_from_subject_764285508__sex_male_
700024246	female	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700024246_from_subject_764346198__sex_female_
700024300	male	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700024300_from_subject_764487809__sex_male_
700024342	female	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700024342_from_subject_764467579__sex_female_
700024399	male	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700024399_from_subject_764224817__sex_male_
700024453	male	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700024453_from_subject_763435843__sex_male_
700024501	male	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700024501_from_subject_764002286__sex_male_
700024549	male	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700024549_from_subject_764305738__sex_male_
700024597	male	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700024597_from_subject_764325968__sex_male_
700024639	male	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700024639_from_subject_764447348__sex_male_
700024693	male	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700024693_from_subject_764508039__sex_male_
700024744	female	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700024744_from_subject_764588959__sex_female_
700024791	female	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700024791_from_subject_764366428__sex_female_
700024858	female	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700024858_from_subject_764649650__sex_female_
700024910	male	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700024910_from_subject_764669880__sex_male_
700024959	male	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700024959_from_subject_765074482__sex_male_
700033000	female	JCVI,WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700033000_from_subject_159247771__sex_female_
700033137	female	BCM,WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700033137_from_subject_159733294__sex_female_
700033457	female	BCM,WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700033457_from_subject_159470302__sex_female_
700033733	female	BCM,WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700033733_from_subject_159713063__sex_female_
700037035	male	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700037035_from_subject_765094712__sex_male_
700037078	male	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700037078_from_subject_765155402__sex_male_
700037127	female	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700037127_from_subject_765013792__sex_female_
700037183	female	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700037183_from_subject_765195863__sex_female_
700037288	female	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700037288_from_subject_765256553__sex_female_
700037345	male	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700037345_from_subject_765216093__sex_male_
700037393	male	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700037393_from_subject_765276783__sex_male_
700037439	male	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700037439_from_subject_764305738__sex_male_
700037543	male	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700037543_from_subject_764083206__sex_male_
700037691	female	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700037691_from_subject_765034022__sex_female_
700037742	female	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700037742_from_subject_765377934__sex_female_
700037799	female	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700037799_from_subject_765337473__sex_female_
700037960	female	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700037960_from_subject_765317243__sex_female_
700038014	male	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700038014_from_subject_763597684__sex_male_
700038347	male	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700038347_from_subject_764892411__sex_male_
700038438	male	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700038438_from_subject_763536994__sex_male_
700038486	male	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700038486_from_subject_763476303__sex_male_
700038534	male	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700038534_from_subject_763880905__sex_male_
700038582	male	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700038582_from_subject_404239096__sex_male_
700038687	female	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700038687_from_subject_763698834__sex_female_
700038745	female	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700038745_from_subject_508703490__sex_female_
700038960	male	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700038960_from_subject_370027359__sex_male_
700095360	male	BCM	Hard_palate	Oral	HMP_Human_metagenome_sample_700095360_from_subject_158398106__sex_male_
700095417	male	BCM	Hard_palate	Oral	HMP_Human_metagenome_sample_700095417_from_subject_158418336__sex_male_
700095781	male	JCVI	Hard_palate	Oral	HMP_Human_metagenome_sample_700095781_from_subject_160825720__sex_male_
700095963	male	JCVI	Hard_palate	Oral	HMP_Human_metagenome_sample_700095963_from_subject_160906640__sex_male_
700096054	male	JCVI	Hard_palate	Oral	HMP_Human_metagenome_sample_700096054_from_subject_160947100__sex_male_
700096274	male	JCVI	Hard_palate	Oral	HMP_Human_metagenome_sample_700096274_from_subject_160886410__sex_male_
700096575	female	JCVI	Hard_palate	Oral	HMP_Human_metagenome_sample_700096575_from_subject_160866180__sex_female_
700096597	female	JCVI	Hard_palate	Oral	HMP_Human_metagenome_sample_700096597_from_subject_160744799__sex_female_
700097241	male	BCM	Hard_palate	Oral	HMP_Human_metagenome_sample_700097241_from_subject_158216035__sex_male_
700097298	female	BCM	Hard_palate	Oral	HMP_Human_metagenome_sample_700097298_from_subject_158013734__sex_female_
700097638	male	BCM	Hard_palate	Oral	HMP_Human_metagenome_sample_700097638_from_subject_158155345__sex_male_
700098274	female	BCM	Hard_palate	Oral	HMP_Human_metagenome_sample_700098274_from_subject_158742018__sex_female_
700098366	female	BCM	Hard_palate	Oral	HMP_Human_metagenome_sample_700098366_from_subject_158458797__sex_female_
700098939	female	BCM	Hard_palate	Oral	HMP_Human_metagenome_sample_700098939_from_subject_158236265__sex_female_
700099009	female	BCM	Hard_palate	Oral	HMP_Human_metagenome_sample_700099009_from_subject_158114885__sex_female_
700099066	female	BCM	Hard_palate	Oral	HMP_Human_metagenome_sample_700099066_from_subject_158276726__sex_female_
700099597	male	BCM	Hard_palate	Oral	HMP_Human_metagenome_sample_700099597_from_subject_158438567__sex_male_
700099753	male	BCM	Hard_palate	Oral	HMP_Human_metagenome_sample_700099753_from_subject_158964549__sex_male_
700100234	female	BCM	Hard_palate	Oral	HMP_Human_metagenome_sample_700100234_from_subject_158883629__sex_female_
700101645	male	BCM	Hard_palate	Oral	HMP_Human_metagenome_sample_700101645_from_subject_159389382__sex_male_
700102249	male	BCM	Hard_palate	Oral	HMP_Human_metagenome_sample_700102249_from_subject_159166850__sex_male_
700102592	female	BCM	Hard_palate	Oral	HMP_Human_metagenome_sample_700102592_from_subject_159227541__sex_female_
700102912	male	BCM	Hard_palate	Oral	HMP_Human_metagenome_sample_700102912_from_subject_159146620__sex_male_
700103282	female	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700103282_from_subject_682449369__sex_female_
700103434	male	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700103434_from_subject_763860675__sex_male_
700103567	male	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700103567_from_subject_863126187__sex_male_
700103609	male	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700103609_from_subject_765094712__sex_male_
700103657	female	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700103657_from_subject_763759525__sex_female_
700105157	female	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700105157_from_subject_612472597__sex_female_
700105214	female	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700105214_from_subject_763820215__sex_female_
700105359	male	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700105359_from_subject_764487809__sex_male_
700105624	female	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700105624_from_subject_953045535__sex_female_
700105670	female	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700105670_from_subject_763456073__sex_female_
700105783	female	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700105783_from_subject_375450439__sex_female_
700105838	male	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700105838_from_subject_763516763__sex_male_
700105886	male	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700105886_from_subject_668248235__sex_male_
700105976	female	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700105976_from_subject_465578759__sex_female_
700106003	female	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700106003_from_subject_764184357__sex_female_
700106069	female	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700106069_from_subject_737052003__sex_female_
700106342	male	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700106342_from_subject_289996019__sex_male_
700106400	male	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700106400_from_subject_517810313__sex_male_
700106497	female	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700106497_from_subject_553359145__sex_female_
700106555	female	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700106555_from_subject_208027353__sex_female_
700106603	male	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700106603_from_subject_763982056__sex_male_
700106651	male	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700106651_from_subject_764224817__sex_male_
700106813	female	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700106813_from_subject_764143897__sex_female_
700106861	female	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700106861_from_subject_764811490__sex_female_
700106934	male	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700106934_from_subject_147406386__sex_male_
700107823	male	JCVI	Hard_palate	Oral	HMP_Human_metagenome_sample_700107823_from_subject_161311242__sex_male_
700108045	male	JCVI	Hard_palate	Oral	HMP_Human_metagenome_sample_700108045_from_subject_161270782__sex_male_
700108291	male	JCVI	Hard_palate	Oral	HMP_Human_metagenome_sample_700108291_from_subject_160825720__sex_male_
700108480	male	JCVI	Hard_palate	Oral	HMP_Human_metagenome_sample_700108480_from_subject_160967330__sex_male_
700108789	male	JCVI	Hard_palate	Oral	HMP_Human_metagenome_sample_700108789_from_subject_160987560__sex_male_
700108961	female	JCVI	Hard_palate	Oral	HMP_Human_metagenome_sample_700108961_from_subject_161007791__sex_female_
700109114	female	JCVI	Hard_palate	Oral	HMP_Human_metagenome_sample_700109114_from_subject_970836795__sex_female_
700109237	female	JCVI	Hard_palate	Oral	HMP_Human_metagenome_sample_700109237_from_subject_638754422__sex_female_
700109390	female	JCVI	Hard_palate	Oral	HMP_Human_metagenome_sample_700109390_from_subject_370425937__sex_female_
700109456	male	JCVI	Hard_palate	Oral	HMP_Human_metagenome_sample_700109456_from_subject_161554003__sex_male_
700109814	male	JCVI	Hard_palate	Oral	HMP_Human_metagenome_sample_700109814_from_subject_160947100__sex_male_
700110228	female	JCVI	Hard_palate	Oral	HMP_Human_metagenome_sample_700110228_from_subject_161473083__sex_female_
700110294	female	JCVI	Hard_palate	Oral	HMP_Human_metagenome_sample_700110294_from_subject_892969023__sex_female_
700110360	female	JCVI	Hard_palate	Oral	HMP_Human_metagenome_sample_700110360_from_subject_650853796__sex_female_
700110426	male	JCVI	Hard_palate	Oral	HMP_Human_metagenome_sample_700110426_from_subject_604812005__sex_male_
700110708	male	JCVI	Hard_palate	Oral	HMP_Human_metagenome_sample_700110708_from_subject_492786515__sex_male_
700110819	female	JCVI	Hard_palate	Oral	HMP_Human_metagenome_sample_700110819_from_subject_809635352__sex_female_
700111033	male	JCVI	Hard_palate	Oral	HMP_Human_metagenome_sample_700111033_from_subject_686765762__sex_male_
700111512	male	JCVI	Hard_palate	Oral	HMP_Human_metagenome_sample_700111512_from_subject_336497421__sex_male_
700111581	female	JCVI	Hard_palate	Oral	HMP_Human_metagenome_sample_700111581_from_subject_937495960__sex_female_
700111818	female	JCVI	Hard_palate	Oral	HMP_Human_metagenome_sample_700111818_from_subject_414519462__sex_female_
700113017	male	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700113017_from_subject_764750800__sex_male_
700113059	male	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700113059_from_subject_764872181__sex_male_
700113488	female	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700113488_from_subject_763719065__sex_female_
700113554	female	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700113554_from_subject_764346198__sex_female_
700113603	male	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700113603_from_subject_763536994__sex_male_
700114004	male	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700114004_from_subject_763395383__sex_male_
700114051	female	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700114051_from_subject_764062976__sex_female_
700114108	female	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700114108_from_subject_763840445__sex_female_
700114171	male	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700114171_from_subject_289996019__sex_male_
700114222	female	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700114222_from_subject_663835652__sex_female_
700114279	female	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700114279_from_subject_763638144__sex_female_
700114333	male	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700114333_from_subject_765560005__sex_male_
700114375	male	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700114375_from_subject_764953101__sex_male_
700114435	female	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700114435_from_subject_764042746__sex_female_
700114600	female	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700114600_from_subject_763901136__sex_female_
700114710	male	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700114710_from_subject_764831721__sex_male_
700114810	female	WUGC	Hard_palate	Oral	HMP_Human_metagenome_sample_700114810_from_subject_375450439__sex_female_
700015293	male	JCVI,WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700015293_from_subject_158802708__sex_male_
700016656	male	BCM,WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700016656_from_subject_159166850__sex_male_
700021290	male	WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700021290_from_subject_763516763__sex_male_
700021810	male	WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700021810_from_subject_763678604__sex_male_
700023072	female	WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700023072_from_subject_763698834__sex_female_
700023240	female	WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700023240_from_subject_763840445__sex_female_
700023393	female	WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700023393_from_subject_763719065__sex_female_
700023450	female	WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700023450_from_subject_763921366__sex_female_
700023507	male	WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700023507_from_subject_764002286__sex_male_
700023554	male	WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700023554_from_subject_763860675__sex_male_
700023600	male	WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700023600_from_subject_763880905__sex_male_
700023637	female	WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700023637_from_subject_764062976__sex_female_
700023704	female	WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700023704_from_subject_763901136__sex_female_
700023818	female	WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700023818_from_subject_763759525__sex_female_
700023875	female	WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700023875_from_subject_764143897__sex_female_
700023922	male	WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700023922_from_subject_763982056__sex_male_
700024237	female	WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700024237_from_subject_764346198__sex_female_
700024293	male	WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700024293_from_subject_764487809__sex_male_
700024405	male	WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700024405_from_subject_764224817__sex_male_
700024495	male	WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700024495_from_subject_764002286__sex_male_
700024542	male	WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700024542_from_subject_764305738__sex_male_
700024590	male	WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700024590_from_subject_764325968__sex_male_
700024686	male	WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700024686_from_subject_764508039__sex_male_
700024953	male	WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700024953_from_subject_765074482__sex_male_
700033146	female	BCM,WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700033146_from_subject_159733294__sex_female_
700033742	female	BCM,WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700033742_from_subject_159713063__sex_female_
700037006	female	WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700037006_from_subject_764710340__sex_female_
700037029	male	WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700037029_from_subject_765094712__sex_male_
700037087	male	WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700037087_from_subject_765155402__sex_male_
700037193	female	WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700037193_from_subject_765195863__sex_female_
700037354	male	WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700037354_from_subject_765216093__sex_male_
700037402	male	WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700037402_from_subject_765276783__sex_male_
700037448	male	WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700037448_from_subject_764305738__sex_male_
700037536	male	WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700037536_from_subject_764083206__sex_male_
700037751	female	WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700037751_from_subject_765377934__sex_female_
700037808	female	WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700037808_from_subject_765337473__sex_female_
700037855	male	WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700037855_from_subject_765560005__sex_male_
700037903	male	WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700037903_from_subject_765519544__sex_male_
700038008	male	WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700038008_from_subject_763597684__sex_male_
700038123	male	WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700038123_from_subject_763678604__sex_male_
700038226	male	WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700038226_from_subject_764669880__sex_male_
700038341	male	WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700038341_from_subject_764892411__sex_male_
700038389	male	WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700038389_from_subject_765701615__sex_male_
700038448	male	WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700038448_from_subject_763536994__sex_male_
700038496	male	WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700038496_from_subject_763476303__sex_male_
700038543	male	WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700038543_from_subject_763880905__sex_male_
700038591	male	WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700038591_from_subject_404239096__sex_male_
700038696	female	WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700038696_from_subject_763698834__sex_female_
700038867	male	WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700038867_from_subject_861967750__sex_male_
700038915	male	WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700038915_from_subject_355657046__sex_male_
700038953	male	WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700038953_from_subject_370027359__sex_male_
700095369	male	BCM	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700095369_from_subject_158398106__sex_male_
700095426	male	BCM	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700095426_from_subject_158418336__sex_male_
700097250	male	BCM	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700097250_from_subject_158216035__sex_male_
700097307	female	BCM	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700097307_from_subject_158013734__sex_female_
700097647	male	BCM	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700097647_from_subject_158155345__sex_male_
700098283	female	BCM	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700098283_from_subject_158742018__sex_female_
700099018	female	BCM	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700099018_from_subject_158114885__sex_female_
700099075	female	BCM	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700099075_from_subject_158276726__sex_female_
700099762	male	BCM	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700099762_from_subject_158964549__sex_male_
700101654	male	BCM	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700101654_from_subject_159389382__sex_male_
700102258	male	BCM	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700102258_from_subject_159166850__sex_male_
700102601	female	BCM	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700102601_from_subject_159227541__sex_female_
700102921	male	BCM	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700102921_from_subject_159146620__sex_male_
700103618	male	WUGC	Left_Antecubital_fossa	Skin	HMP_Human_metagenome_sample_700103618_from_subject_765094712__sex_male_
